122299R,TELMIKIND-H TABS,B1IAT033,,,,,,
CIASR,ASTHALIN RESP LOT,SA00737,,,,,,
CSDLI,DUOLIN CFC FREE INHLER,BA00678,,,,,,
CSF2R,FORACORT 200 RCAPS,SA00621,,,,,,
DRMCD,MUCOLITE DROPS,DD0016,,,,,,
DXOR4,OLSERTAIN-40MG TABS,G20OLA004,,,,,,
DXOR4,OLSERTAIN-40MG TABS,G20OLA005,,,,,,
DROH2,OLSERTAIN-H 20MG TABS,G20OHA003,,,,,,
DCRZD,RAZO-D CAP`S,A08382008,,,,,,
DXRXR,RECLIDE-XR 60MG TABS,E000132,,,,,,
REDVA,VANTEJ PASTE,B.BV0025,,,,,,
TOBC2,BETACARD-25MG TAB,2170F001D,,,,,,
KHHUM,HUMAN-MIXTARD 100 (UNITS),JT6S418,,,,,,
KNDMS,DIGENE MINT SYR,DNB0012,,,,,,
KNDMS,DIGENE MINT SYR,DNB0009,,,,,,
ABDUP,DUPHALAC SYRUP,141112D7,,,,,,
ABBDU,DUPHALAC SYRUP,DRA0001,,,,,,
KNGT5,GANATON 50MG,GAA0002,,,,,,
ABT12,THYRONORM 12.5MG TABS,AEF0528,,,,,,
ABTTH,THYRONORM 125MG TAB,AEF0489,,,,,,
ABTTH,THYRONORM 125MG TAB,AEF0509,,,,,,
ABT15,THYRONORM-150MG TABS,AEF0399,,,,,,
ABTR2,THYRONORM-25MG TABS,AEF0577,,,,,,
ABTR2,THYRONORM-25MG TABS,AEF0608,,,,,,
ABTN2,THYRONORM-50MG TABS,AEF0651,,,,,,
ABTN2,THYRONORM-50MG TABS,AEF0692,,,,,,
ABT88,THYRONORM-88 MCG TABS,AEF0579,,,,,,
ACAL5,ALTHROCIN 500MG TAB,2008000196,,,,,,
ACAL5,ALTHROCIN 500MG TAB,2008000198,,,,,,
ACALD,ALTHROCIN DROPS,2008000169,,,,,,
ACAZ5,AZITHRAL 500MG TAB,2008000171,,,,,,
ACTZA,TELLZY-AM TABS,2008000210,,,,,,
ACTZL,TELLZY-H TABS,2008000217,,,,,,
ACZEE,ZEET EXP SYR,2008000201,,,,,,
ALTOD,TAXIM-O PED DROPS,20460138,,,,,,
ALTOD,TAXIM-O PED DROPS,20460138,,,,,,
ARISOFL4,MONTINA L TABS,DPB200243,,,,,,
ASSMC,SMUTH CREAM,S0683,,,,,,
ASSSS,SMUTH SUSP,MPB200473,,,,,,
SARST,STECLIN  INJ,J000403,,,,,,
CIASR,ASTHALIN RESP LOT,SA00695,,,,,,
CIACF,ASTHALIN-CFC FREE INH,SA01019,,,,,,
CIPAX,AZEE 200 XL DRY SYP,A300037,,,,,,
CILLR,LEVOLIN-0.31 RESP,L800104,,,,,,
CIMX2,METOLAR-XR 25MG CAP,BA00439,,,,,,
CIPMN,MONTAIR-LC KID SYP,GL0123,,,,,,
CSS2R,SEROFLO 250MG R/C,SA00623,,,,,,
DRBZ1,BECOZINC CAP,V000096,,,,,,
DRMCS,MUCOLITE SYR,L0004,,,,,,
DROH2,OLSERTAIN-H 20MG TABS,G20OHA002,,,,,,
DCRZD,RAZO-D CAP`S,A08382007,,,,,,
ERELHT,ERITEL H TAB,GERH20001,,,,,,
ETRCF,RARICAP FORTE TAB,GRAE20001,,,,,,
ERIT6,TAYO 60K TABS,GTYK20002,,,,,,
FIGTS,GRILINCTUS SYR,M20012,,,,,,
GDBC3,BETNOVATE-C SKIN CREAM,NH553,,,,,,
INGG1,CLOBEN-G CRM,CCT3BB4,,,,,,
ISFPD,FEBREX PLUS DROPS,FAE1BBA1,,,,,,
VERFD,FEPANIL DROPS,FDH20B02,,,,,,
UQRT1S,RANTAC-150MG TABS,DR320012,,,,,,
HEGD1,GLUCON-D PACKS**,S06754,,,,,,
HEGD2,GLUCON-D PACKS** 250`GM,S06857,,,,,,
MIALA,AMLONG-A TAB**,AMDS0119,,,,,,
BIOB3,BASALOG REFIL,81GH30115,,,,,,
MACPD,PANDERM NM ONT,KPC2044A,,,,,,
MLTR2,THYROX 25MG TAB,MTA013A,,,,,,
MLTR2,THYROX 25MG TAB,MTA024A,,,,,,
MANPF,PANTAKIND-FLUX CAP,B2GKT002,,,,,,
MKAPD,ASTHAKIND-P DROPS,A0FZT006,,,,,,
MKGKE,GATIKIND EYE DROPS,A7AQT001,,,,,,
MKSMS,SCABELICE MEDICATED SOAP,F4IBT032,,,,,,
MANTT,TERBINAFORCE TAB,J6AGT008,,,,,,
MKLPT,LECOPE TABS,D7AGT006,,,,,,
MKLPT,LECOPE TABS,D7AGT011,,,,,,
122297R,TELMIKIND-40 TABS,B5IAT054,,,,,,
122299R,TELMIKIND-H TABS,B1IAT024,,,,,,
122304R,VOMIKIND-MD 4 TABS,D4IAT003,,,,,,
122304R,VOMIKIND-MD 4 TABS,D4IAT004,,,,,,
MADXS,DM-X SYP,BM15010,,,,,,
MECON,EVION 600 MG CAP,M01BR19041,,,,,,
PFGLS,GELUSIL ORIGINAL  LIQ,2019415E,,,,,,
PDGMS,GELUSIL-MPS LIQ,2019045E,,,,,,
ZUNMAXT,MAXTRA DROPS**,Z06AJ20007,,,,,,
SUNGE05,GEMER 0.5 TABS**,EMX0658,,,,,,
SNGM1,GEMER-1 **,EMX0604,,,,,,
USPRO,PROLOMET XL 50 TABS**,ESX0139,,,,,,
USDBO,DEROBIN ONT **,DB0080,,,,,,
USVSR,GLYCOMET 850MG SR TABS **,28020433,,,,,,
ETUCT,ULTRACET TABS **,N1448,,,,,,
ETUCT,ULTRACET TABS **,N1452,,,,,,
DULFX,DULCOFLEX SUP (C),SC20011,,,,,,
EDEV1,ELDERVIT-12 AMP ***,EP0196,,,,,,
MDPDO,PANDERM ++ ONT,KPC2070A,,,,,,
PARM3,MOOV CREAM **,JK828,,,,,,
PARM3,MOOV CREAM **,JK88,,,,,,
PAMOS,MOOV SPRAY**,B19089B,,,,,,
UCAP2,AMPOXIN 250MG CAP,MFU9G001,,,,,,
TORLT1,LAMITOR 100 DT TAB,2JH4G001,,,,,,
DERMBAHH,DERMADEW BABY CREAM,B043,,,,,,
H&HHDL,DERMADEW BABY LOTION,B081,,,,,,
H&HKZC,KZ CREAM,HH084,,,,,,
VIEGL,ENROGEN ORAL LIQUID,LEN20002,,,,,,
WLFCS,FLUCOLD SYR,FSR003A,,,,,,
BIBT1,BIOTAX 1GM VIAL,F000266,,,,,,
BIBT2,BIOTAX 250MG VIAL,F000274,,,,,,
MACBUD1,BUDETROL 200 INHALER,NFC907A,,,,,,
GECPD,CALPOL PEAD DROP,KB501,,,,,,
KWGMT,GLICLAZ-M  TABS ***,UTGGMA823,,,,,,
PPLPT,LYMPEDIM TAB,PPB01902,,,,,,
MDM45,MAXOTAZ-4.5MG,LTC985A,,,,,,
NVMF4,MIFEX IV,MXI19039DC,,,,,,
NCPR2,PARAXIN 250MG CAPS ***,PXB9012,,,,,,
SPPCT,PYRIN-C TAB,63TPN029,,,,,,
PTAZD,AZEE 100MG DT,SA00482,,,,,,
CIPDU,DUOLIN FORTE ROTACAPS,SA00436,,,,,,
CSDLR,DUOLIN ROTACAPS,BA00208,,,,,,
CSFMN,FLOMIST NASAL SPRAY,SA00434,,,,,,
CSLLI,LEVOLIN CFC FREE INHELAR,SA00412,,,,,,
CILEV,LEVOLIN ROTACAPS,SA00617,,,,,,
CSMCT,MUCINAC 600 TAB,SB00037,,,,,,
CIRDC,URIMAX -D TABS,GH00132,,,,,,
DXE21,ENAM 2.5MG TAB,V000029,,,,,,
DRGLIMYM,GLIMY M1 TAB,DRLAK0005,,,,,,
DRKCI,K-CIT SYRUP,BKT0001,,,,,,
DRKSE,K-CIT SYRUP,BKT0010,,,,,,
DXOR4,OLSERTAIN-40MG TABS,G20OLA001,,,,,,
DROIS,OMEZ INSTA SACHET,V000074,,,,,,
DRODS,OMEZ-D SR CAP,E000182,,,,,,
DRODS,OMEZ-D SR CAP,E000183,,,,,,
DCSR1,STOLIN-R,BR0009,,,,,,
DRLXYTAB,XYZAL 5MG TAB,EMV2000162,,,,,,
MACNE,NEXOVAS 10 MG TABS,KNA2002A,,,,,,
MACCOG,VOGLIMAC GM 2 HD TABS,KVF2001A,,,,,,
MACCOG,VOGLIMAC GM 2 HD TABS,KVF2001B,,,,,,
MANT1,TRAMASURE 100MG INJ,E3AAT005,,,,,,
MKB12,BANDY PLUS-12 TABS,A9AGS007,,,,,,
122265R,CLARINOVA-250 TABS,B3AFT001,,,,,,
BIMT1,MONOTAX 1GM VIAL,F000023,,,,,,
DROIS,OMEZ INSTA SACHET,V000024,,,,,,
ABBCR,CREON 10000 CAP,CNA0006,,,,,,
KNDMS,DIGENE MINT SYR,DNB0005,,,,,,
ABDUP,DUPHALAC SYRUP,131102D7,,,,,,
ABBDO,DUPHALAC SYRUP,DRB0003,,,,,,
NCNMZ,NEO-MERCAZOLE 10MG TAB,NZB0002,,,,,,
ABT12,THYRONORM 12.5MG TABS,AEF0170,,,,,,
ABBTHYRO,THYRONORM 62.5 MCG,AEF0311,,,,,,
ABTR1,THYRONORM-100MG TABS,AEF0309,,,,,,
ABT15,THYRONORM-150MG TABS,AEF0044,,,,,,
ACALS,ALTHROCIN SYR,2008000136,,,,,,
ALBRO,BROZEET LS  SYRUP,EH0269010,,,,,,
ALEE0,ETERNEX-T TABS,208000080,,,,,,
AGMF2,GLISEN MF 2 TAB,2008000126,,,,,,
ALELS,LAVETA M SYRUP,BP0265001,,,,,,
ALEB1,ROXID LIQU,2008000105,,,,,,
ALTZMT,TELLZY MT 25 TAB,200800002,,,,,,
ACTZ2,TELLZY-20 TABS,2008000163,,,,,,
ALETZ,TELLZY-80 TABS,2008000044,,,,,,
ALCTA,TELLZY-AH TABS,2008000081,,,,,,
ALCCH,TELLZY-CH 40 TABS,2008000014,,,,,,
ALTOS,TAXIM-O DRY SYR,20460032,,,,,,
ALTOS,TAXIM-O DRY SYR,20460032,,,,,,
ASPTI,PANTOP 40MG VIAL,AB0251A090,,,,,,
ASTVA,TELVAS-AM TABS,BPA200029,,,,,,
ARID4,DURATAZ VIAL 4.5GM,MPA200367,,,,,,
ARID4,DURATAZ VIAL 4.5GM,MPA200396,,,,,,
ASH3S,HATRIC-3 SUSPN,MPA200071,,,,,,
ARISOFL5,PANTOP DSR CAPS,SPA200097,,,,,,
ARISOFL6,PANTOP MPS SYRUP,MPA200161,,,,,,
ASSSS,SMUTH SUSP,MPA200078,,,,,,
ASTHT,TELVAS-H 40/12.5MG TABS,SPA200011,,,,,,
ARTL8,TELVAS-H 80/12.5MG TABS,SPA200036,,,,,,
GUSPS,SEPTRAN (P) SYR,SG2008,,,,,,
BCACB,ANGICAM BETA TAB,AGB2002,,,,,,
BCAZB,AZIBEST 250MG TABS,AZT2001,,,,,,
BCAZB,AZIBEST 250MG TABS,AZT2002,,,,,,
BCAZ5,AZIBEST 500MG TABS,AZF2002,,,,,,
BLUDC,DICLOTAL AQ AMP,ZAAO2001,,,,,,
BCKM2,K-GLIM-M-2 TABS,ZUZ2002,,,,,,
BLUMD,MEFTAGESIC DS SUSP,ZQL2014,,,,,,
BCMSD,MEFTAL SPAS DROPS,ZNM2001,,,,,,
BCTQL,TUSQ-D LOZENGES,ZKF2001,,,,,,
BCTQL,TUSQ-D LOZENGES,ZKF2002,,,,,,
SVZC3,ZYCLOZ LIQ,J000188,,,,,,
CSACF,AEROCORT FORTE ROT,SA00149,,,,,,
CIPAE,AZEE 100 DRY SYP,A600009,,,,,,
CIPAC,AZEE 200  DRY SYP,A600038,,,,,,
CIB5R,BUDECORT 0.5MG RESPULES,SA00209,,,,,,
CIBS5,BUDESAL 0.5 RESPULES,SA00366,,,,,,
CIPDLD,DUOLIN LD RESPULES,SA00381,,,,,,
CSDNS,DUONASE NASAL SPRAY,SA00079,,,,,,
CIPES,ESOMAC 40 TAB,EC00075,,,,,,
CSF1R,FORACORT 100 RCAPS,SA00303,,,,,,
CIL63,LEVOLIN-0.63 RESPULES,L800072,,,,,,
CSMLC,MONTAIR-LC TABS,SN00378,,,,,,
CIN13,NOVAMOX-125 REDIUSE  SYR,KP00015,,,,,,
CSSR1,SEROFLO 100MG R/C,SA00360,,,,,,
CITVI,TIOVA INH,BA00190,,,,,,
DRATD,ATARAX DROPS,LI0420004,,,,,,
DRBZ1,BECOZINC CAP,V000089,,,,,,
DRDSL,DOXT-SL TABS,58CDS792,,,,,,
DRDSL,DOXT-SL TABS,58CDS797,,,,,,
DXSB1,STAMLO BETA TAB,E000079,,,,,,
DXSB1,STAMLO BETA TAB,E000085,,,,,,
DRT4T,TELSARTAN-40 TABS,E000090,,,,,,
DRT4T,TELSARTAN-40 TABS,E000091,,,,,,
REDVA,VANTEJ PASTE,B.BV0005,,,,,,
EREMP5,EZEEPAM PLUS 5MG TAB,GEZA20001,,,,,,
EREMP5,EZEEPAM PLUS 5MG TAB,GEZA20001,,,,,,
ERIRO,RABONIK DSR TABS,GRBN20001,,,,,,
ERIRO,RABONIK DSR TABS,GRBN20001,,,,,,
ETRCT,RARICAP TAB,GRAF20001,,,,,,
ETRCT,RARICAP TAB,GRAF20002,,,,,,
FBGPS,GLYCIPHAGE-SR 500 TAB,M20006,,,,,,
GEBA8,BETNESOL AMP,GS405,,,,,,
GDBSF,BETNESOL FORTE TAB,NA438,,,,,,
GDBVO,BETNOVATE SKIN CRM,NB317,,,,,,
GDBC3,BETNOVATE-C SKIN CREAM,NA274,,,,,,
GEC2S,CALPOL 250MG SYR,KB383,,,,,,
GEC2S,CALPOL 250MG SYR,KB386,,,,,,
GEC2S,CALPOL 250MG SYR,KB386,,,,,,
GECPD,CALPOL PEAD DROP,KB496,,,,,,
GACT5,CEFTUM 500MG CAPS,MA600,,,,,,
GENPV,PANTIN I.V,HAA20008,,,,,,
ISAT2,ATM-250 TAB,ABU1A07,,,,,,
INGG5,CLOBEN-G CRM,CCT1AB4,,,,,,
VERLP,LYSATONE PLUS LIQUID,LPV20A10,,,,,,
INDO5,OXIPOD 50MG SYRUP,OBK4ABB8,,,,,,
INDOD,OXIPOD DROPS,OBM2ABB8,,,,,,
IVNMC,NEOMEC VIAL,FI2001,,,,,,
JBRDOM,RANTAC DOM TAB,XRI0006,,,,,,
FDEP3,ELECTROL PWD***,060A025,,,,,,
PDBDS,BENADRYL COUGH SYRUP ***,KA20007,,,,,,
LUBM4,BUDAMATE 400 TRANSCAPS **,U000088,,,,,,
USGG2,GLYCOMET-GP 2MG **,48013200,,,,,,
YSEKM,EUKROMA CREAM ***,E2001,,,,,,
EDEV1,ELDERVIT-12 AMP ***,20NI0113,,,,,,
MACGM,GEMINOR M-2,HMQ20005A,,,,,,
MACLR,SENSICLAV 625,JAB20017A,,,,,,
MANRR,RANIDOM RD TABS,C9ABT004,,,,,,
MKMF4,MAHAFLOX 400MG TABS,C5ABT001,,,,,,
MANMS,MONTICOPE SYRUP,F0AIT005,,,,,,
MKMKT,MONTICOPE-KID TAB,E7BET002,,,,,,
MANN0,NITROBACT-100 CAP,A6JQT002,,,,,,
MANT1,TRAMASURE 100MG INJ,E3AAT004,,,,,,
MKMPS,MEFKIND-P SUSP,B1AJT003,,,,,,
MKTFC,TERBINAFORCE CREAM,C3AIT001,,,,,,
MANTT,TERBINAFORCE TAB,J6AGT002,,,,,,
MKCD1,CODISTAR-DX SYRUP,A2ABT001,,,,,,
MKLPT,LECOPE TABS,D7AGT005,,,,,,
122284R,MOXIKIND-CV-KID TABS,B9AET001,,,,,,
MANVS,VOMIKIND FAST,A3ABT003,,,,,,
MADXS,DM-X SYP,BM15009,,,,,,
MMKEB,KETO-B CREAM,HKB271,,,,,,
MEDKU,KUFRIL LS DROPS,HKL165,,,,,,
PZDX1,DOLONEX AMP,92004002S,,,,,,
JWHZ1,HETRAZAN 100MG TAB,DJ1789,,,,,,
JWWL5,WYSOLONE 5MG TAB,DK4680,,,,,,
SHADT,ALDAY TAB,SHAL2001,,,,,,
UISLP,SPORLAC PWD***,SPSOA001,,,,,,
SUAPC,AB-PHYLLINE CAPS**,ESU2135,,,,,,
SNBTR,BETACAP-TR 40MG CAPS **,EMX1095,,,,,,
SNBTR,BETACAP-TR 40MG CAPS **,EMX1095,,,,,,
USDBO,DEROBIN ONT **,DB0035,,,,,,
ETUCT,ULTRACET TABS **,N1437,,,,,,
ETUCT,ULTRACET TABS **,N1433,,,,,,
ETUCT,ULTRACET TABS **,N1442,,,,,,
RBZRD,ZYTEE-GEL,SP20009,,,,,,
CWDC1,DEC-100MG TAB ***,DDM07,,,,,,
GWAS1,ALEX SYRUP,11200014,,,,,,
HOAM1,AMARYL-M 1MG TAB,0NA0003,,,,,,
HOCS6,COMBIFLAM SYRUP,2120025,,,,,,
DLCGE,DULCOFLEX TAB,DLA20002,,,,,,
HOMR4,MYORIL-4MG CAPS,0NG001,,,,,,
HOPRB,PROCTOSEDYL BD CREAM,50003,,,,,,
SANVA,VALPARIN SYRUP,2120005,,,,,,
PBGM6,GLIZID-MR 60MG TABS,38018006,,,,,,
VIM4B,MELONEX BOLUS,Y051,,,,,,
PARRITCH,ITCH GUARD PLUS CREAM**,JK208,,,,,,
UCAP2,AMPOXIN 250MG CAP,ZFU9G008,,,,,,
UCAV2,AMPOXIN 250MG VIAL,IGJ3G001,,,,,,
TORRDT,DEPLATT CV CAPS,DAA026,,,,,,
LGDWE,DEWAX EAR DROPS**,CDX477,,,,,,
H&HHCG,CLEARGEL GEL,HC048,,,,,,
H&HDCA,DERMADEW CALOE LOTION,B111,,,,,,
H&HFUD,FUDIC BNF CREAM,HC013,,,,,,
H&HFU1,FUDIC CREAM,HC021,,,,,,
H&HHM,HHMITE CREAM,H361,,,,,,
H&HPP3,PROPYSALIC NF OINTMENT,H1702,,,,,,
H&HPR,PROPYSALIC NF6 OINTMENT,H1091,,,,,,
H&HAMC10,SUNBAN MATTE GEL,B007,,,,,,
VER2S,FEPANIL 250MG SYP,FLH20A04,,,,,,
VERFD,FEPANIL DROPS,FDH20A01,,,,,,
VERLP,LYSATONE PLUS LIQUID,LPV20A13,,,,,,
VIBSB,BIOSULPHA BOLUS,BS2001,,,,,,
CWDC1,DEC-100MG TAB ***,DDM07,,,,,,
FDEP3,ELECTROL PWD***,060A025,,,,,,
FDEP7,ELECTROL PWD***,470A007,,,,,,
WLBDC,BRITE  CREAM,B106,,,,,,
BIBT1,BIOTAX 1GM VIAL,F000131,,,,,,
BIBT5,BIOTAX 500MG VIAL,F000034,,,,,,
BIBT5,BIOTAX 500MG VIAL,F000093,,,,,,
GMDXT,DOXOLIN TABS,I000082,,,,,,
KRAST,ANASPAS TAB**,KRE0002,,,,,,
MKB12,BANDY PLUS-12 TABS,A9AGS006,,,,,,
GDBSF,BETNESOL FORTE TAB,NA438,,,,,,
KNCML,CREMALAX 10MG TAB,ADE0191,,,,,,
VIM4B,MELONEX BOLUS,Y051,,,,,,
PPMETR,METROQUIN 0 TABS,V359001,,,,,,
WOWDP,WOKADINE PWD **,47S0003,,,,,,
WOWDP,WOKADINE PWD **,4750063,,,,,,
MANZ0,ZEROGRAIN 10MG TABS,E1HPS009,,,,,,
CIATS,ASTHALIN SYR,EB90860,,,,,,
CIJIL,JUNIOR LANZOL,BA93722,,,,,,
CINS1,NETSPAN-10MG INJ,E600022,,,,,,
CIP40,PANSEC IV,AFM9159,,,,,,
GECZS,CETZINE SYR,LI7019095,,,,,,
DCCTP,CHEERIO TOOTH PASTE,Z9442,,,,,,
ABNPPGT1,CLOHEX ADS,ADS9129,,,,,,
ABNPPGT1,CLOHEX ADS,ADS9132,,,,,,
DXEM1,ENAM 5MG TAB,V901169,,,,,,
DXGM2,GLIMY-2,E901762,,,,,,
DROAM,OLSERTAIN-AM TABS,G19OAA013,,,,,,
DROH4,OLSERTAIN-H 40MG TABS,G19OHC014,,,,,,
DROIS,OMEZ INSTA SACHET,V901182,,,,,,
DCRZD,RAZO-D CAP`S,A08381937,,,,,,
DXRC4,RECLIDE 40MG TAB,E901694,,,,,,
DRREC,RECLIMET XR 60 TAB,Z9406,,,,,,
DRRT6,RETOZ-60 TAB,RA191207,,,,,,
DCSR1,STOLIN-R,BR9123,,,,,,
DRTHT,TELSARTAN H TAB,FS191219,,,,,,
DRTL2,TELSARTAN-20MG TABS,E901632,,,,,,
DRVANT,VANTEJ PASTE,B.BV9168,,,,,,
MACFLU,FLUTICORT F 250 ROTACAPS,HFI908A,,,,,,
MACGM,GEMINOR M-2,HMQ919A,,,,,,
MACMA1,MACPROX DP 250 TABS,PHUAU22,,,,,,
MACM5,METOMAC 50 TABS,KXB905A,,,,,,
MACM.,MONTEMAC-L SYRUP,MMS19011,,,,,,
MDPC1,PRIMACORT 100MG VIAL,C05997,,,,,,
MDRM2,RABEMAC 20MG TAB,KRB906A,,,,,,
MKMH1,MAHACEF-100MG TABS,B9AKS012,,,,,,
MKMH1,MAHACEF-100MG TABS,B9AKS013,,,,,,
GLAJS,ALEX JUNIOR SYR,5192258,,,,,,
GRACS,ASCORIL + SYR,5192304,,,,,,
GLECD,CANDITRAL 200 MG CAP,AIRAF0919,,,,,,
GMHDT,HAPPI-D TABS,I904583,,,,,,
ABBCE,CREON 25000 CAP,CNB9019,,,,,,
KNDMS,DIGENE MINT SYR,DNB9090,,,,,,
KMP35,MIXTARD 30HM PENFIL,JR70E61,,,,,,
NINM5,NEO-MERCAZOLE 5MG TAB,NZA9037,,,,,,
NINM5,NEO-MERCAZOLE 5MG TAB,NZA9037,,,,,,
ABPKT,PANKREOFLAT TAB,HBEA0003,,,,,,
ABTTH,THYRONORM 125MG TAB,AEE4913,,,,,,
ABT15,THYRONORM-150MG TABS,AEE4976,,,,,,
ABT88,THYRONORM-88 MCG TABS,AEE4856,,,,,,
ACAL2,ALTHROCIN 250MG TAB,1908001619,,,,,,
ACAL2,ALTHROCIN 250MG TAB,1908001619,,,,,,
ACALS,ALTHROCIN SYR,1908001596,,,,,,
ACAAM,ATECARD-AM TAB,1908001588,,,,,,
ACBZ1,BROZEET SYRUP,1908001550,,,,,,
ALEBNE,ETERNEX- M 500 TAB,EY9707021,,,,,,
AGMF1,GLISEN MF 1 TAB,1908001621,,,,,,
AGMF1,GLISEN MF 1 TAB,1908001621,,,,,,
ALEGM,GLISEN VM 2 TABS,DG9536008,,,,,,
ACRVH,REVAS-H TABS 15`S,1908001552,,,,,,
ALEV3,VOGO 0.3 MG TAB,1908001551,,,,,,
ALANT,A TO Z-NS TABS,20441532,,,,,,
ALPDC,PAN-D CAP,19443286,,,,,,
AUSC2,SWICH 200MG TAB,19182590,,,,,,
ALT1D,TAXIM-O DT 100MG TAB,19461114,,,,,,
ALKTS2,TSART TRIO 12.5 MG TABS,TTT19011SS,,,,,,
ALKTST625,TSART TRIO 6.25 MG TABS,TTS19013SS,,,,,,
ALKTST625,TSART TRIO 6.25 MG TABS,TTS19013SS,,,,,,
ASAPT,ACECLO PLUS TABS,S952M059,,,,,,
ASACS,ACECLO-SR TAB,S709M029,,,,,,
ARIG5,GLIMIPREX MF 1/500 TABS,D292M039,,,,,,
ARIIM,IMAX S INJ,M1203M049,,,,,,
ARISMEGA1,MEGA CV INJ 300MG,G34914,,,,,,
ASMG5,MEGAPEN 500MG VIAL,D09M049,,,,,,
ASM21,MONOCEF-O 200MG TAB,B198M129,,,,,,
ASM21,MONOCEF-O 200MG TAB,B198M129,,,,,,
ARISOFL2,MONTINA L DT TABS,D908M029,,,,,,
ARISOFL3,MONTINA L SYRUP,MTN19012,,,,,,
ARIO2,OMNICEF O 200 DT TABS,B748M079,,,,,,
ASPDC,PANTOP-D CAP,S378M069,,,,,,
ARITC,TELVAS CT 40MG TABS,S914M019,,,,,,
ASTV4,TELVAS-40MG TABS,S325M109,,,,,,
ASTVA,TELVAS-AM TABS,B615M059,,,,,,
BCAZ1,AZIBEST 100MG DT TABS,AZP1905,,,,,,
BLUDO,DOLOSTAT-SP TAB,ZPQ1961,,,,,,
BLUDO,DOLOSTAT-SP TAB,ZPQ1969,,,,,,
BCERM,ETERNA 10ML MULTIDOSE,ZACA1930,,,,,,
BCERI,ETERNA INJ,ZABZ1913,,,,,,
BLMPS,MEFTAGESIC P SUSP,ZCE1972,,,,,,
BCMSA,MEFTAL SPAS AMP,ZNV1916,,,,,,
BCMPS,MEFTAL-P SYR,PZ19301,,,,,,
BCPPI,P-PPI INJ,ZJN1932,,,,,,
BCPPI,P-PPI INJ,ZJN1932,,,,,,
BCPRC,P-RD CAPS,ZBB1995,,,,,,
BCPRC,P-RD CAPS,ZBB1995,,,,,,
BCPRC,P-RD CAPS,ZBB1996,,,,,,
BCRRC,R-RD CAPS,ZBQ1986,,,,,,
BCRRC,R-RD CAPS,ZBQ1986,,,,,,
BLUSO,SONADERM NM CREAM,N1935,,,,,,
BCTXS,TUSQ-X SYR,ZXY2041,,,,,,
BCGXB50,XSTAN BETA 50 MG TAB 15`S,ZABE1904,,,,,,
SVFP4,FPP 40LAKS VIAL,FFIR19115,,,,,,
CIPAE,AZEE 100 DRY SYP,A390515,,,,,,
CIPAE,AZEE 100 DRY SYP,A690702,,,,,,
CIPAZ,AZEE 100 XL DRY SYP,A690717,,,,,,
CIPLADUOL,DUOLIN 3 RESPULES,SN91897,,,,,,
CIPLADUOL,DUOLIN 3 RESPULES,SN91910,,,,,,
CIPLADUOL,DUOLIN 3 RESPULES,SN91911,,,,,,
CIV3CDLS,DYTOR PLUS LS TAB,SB91409,,,,,,
CSFR4,FORACORT 400 R/C,SA94950,,,,,,
CIFC1,FORCAN 150MG TAB,SA00087,,,,,,
CSMLK,MONTAIR-LC KID TABS,SA00035,,,,,,
CIPMU,MUCINAC 200 TAB,SB91423,,,,,,
CCNRD,NOVAMOX  REDIUSE  DROPS,KP90539,,,,,,
CIPLU3,STRAFOS CREAM,SA907,,,,,,
FDEP7,ELECTROL PWD***,479L001,,,,,,
DRBZ1,BECOZINC CAP,V901149,,,,,,
DCCTP,CHEERIO TOOTH PASTE,Z9443,,,,,,
DCCTP,CHEERIO TOOTH PASTE,Z9451,,,,,,
DCCTP,CHEERIO TOOTH PASTE,Z9448,,,,,,
DXEM1,ENAM 5MG TAB,V901170,,,,,,
DRGLIMYM,GLIMY M1 TAB,E000201,,,,,,
DRNOOT,NOOTROPIL 200MG VIAL,DK9034,,,,,,
DRREC,RECLIMET XR 60 TAB,Z9435,,,,,,
DRSTY,STYPTOVIT-E TAB,WIST19034,,,,,,
DRT4T,TELSARTAN-40 TABS,E901653,,,,,,
DRTAM,TELSARTAN-AM TAB'S,TM191221,,,,,,
ECORT,OROFER XT TABS,E16GL19368,,,,,,
ETRCT,RARICAP TAB,GRAF19017,,,,,,
GNRNC,RENERVE CAP,S19L103,,,,,,
GNRNC,RENERVE CAP,S19L110,,,,,,
GNRNP,RENERVE PLUS CAPS,S19L108,,,,,,
ETSGT,STUGIL TAB,GSUA19013,,,,,,
FIDPC,DEXORANGE CAP,O19361,,,,,,
FIDRS,DEXORANGE SYR,M20028,,,,,,
FIDRS,DEXORANGE SYR,E20065,,,,,,
FBDPC,DIAVIT PLUS CAPS,F19110,,,,,,
FRIGD,GRILINCTUS DX SYRUP,GN19011,,,,,,
GEBS2,BETNESOL TAB,N736,,,,,,
GECSP,CALPOL PEAD SYR,KB8400,,,,,,
GACT2,CEFTUM 250MG CAPS,MA237,,,,,,
RARTC,REVITAL H CAP ***,EMU2841,,,,,,
RLRFT,RIBOFLAVIN TABS **,R19421124,,,,,,
ALT21,TAXIM-O 200MG TAB,19182571,,,,,,
ETUCT,ULTRACET TABS **,N1398,,,,,,
ISAT2,ATM-250 TAB,ABU1L97,,,,,,
INDOD,OXIPOD DROPS,OBM4L9B8,,,,,,
INDOPRAZ,PRAZTAC-D CAPS,PJR1L92D,,,,,,
INSB1,SCABEX LOTION,SAA3L92L,,,,,,
